record_index,test_name,lower_limit,upper_limit,units,test_value,test_time,pass_fail_status,overall_test_result,exit_status,sn,start_time,end_time,work_order,test_station_name,test_station_id
1,MES_101_Command_Send,PASS,PASS,,PASS,0.018169,PASS,PASS,0,FK2316MMBP2AA0411,2023-05-05 09:09:33,2023-05-05 09:14:05,STT234MM01,monolith_main_bft,10023100
2,Unlock_MCU_Write_Protect,PASS,PASS,,PASS,0.23,PASS,PASS,0,FK2316MMBP2AA0411,2023-05-05 09:09:33,2023-05-05 09:14:05,STT234MM01,monolith_main_bft,10023100
3,Load_Recovery_Image,PASS,PASS,,PASS,10.60,PASS,PASS,0,FK2316MMBP2AA0411,2023-05-05 09:09:33,2023-05-05 09:14:05,STT234MM01,monolith_main_bft,10023100
4,Load_LFS_EXT_Asset,PASS,PASS,,PASS,17.82,PASS,PASS,0,FK2316MMBP2AA0411,2023-05-05 09:09:33,2023-05-05 09:14:05,STT234MM01,monolith_main_bft,10023100
5,Flash_STLink,PASS,PASS,,PASS,8.68,PASS,PASS,0,FK2316MMBP2AA0411,2023-05-05 09:09:33,2023-05-05 09:14:05,STT234MM01,monolith_main_bft,10023100
6,FW_Version,2023.15.105,2023.15.105,,2023.15.105,4.088617,PASS,PASS,0,FK2316MMBP2AA0411,2023-05-05 09:09:33,2023-05-05 09:14:05,STT234MM01,monolith_main_bft,10023100
7,Hw_Version,Solar,Solar,,Solar,3.069479,PASS,PASS,0,FK2316MMBP2AA0411,2023-05-05 09:09:33,2023-05-05 09:14:05,STT234MM01,monolith_main_bft,10023100
8,lte_modem_status,PASS,PASS,,PASS,12.060574,PASS,PASS,0,FK2316MMBP2AA0411,2023-05-05 09:09:33,2023-05-05 09:14:05,STT234MM01,monolith_main_bft,10023100
9,temp_by_mcu_sensor_Vbatt,10,40,C,28.000,3.088069,PASS,PASS,0,FK2316MMBP2AA0411,2023-05-05 09:09:33,2023-05-05 09:14:05,STT234MM01,monolith_main_bft,10023100
10,Power_Rail_Enable,PASS,PASS,,PASS,4.078070,PASS,PASS,0,FK2316MMBP2AA0411,2023-05-05 09:09:33,2023-05-05 09:14:05,STT234MM01,monolith_main_bft,10023100
11,Voltage_PP4V2_SYS,3.6,3.8,V,3.681160,0.247969,PASS,PASS,0,FK2316MMBP2AA0411,2023-05-05 09:09:33,2023-05-05 09:14:05,STT234MM01,monolith_main_bft,10023100
12,Voltage_PP1V8_LDO,1.76,1.85,V,1.811280,0.258217,PASS,PASS,0,FK2316MMBP2AA0411,2023-05-05 09:09:33,2023-05-05 09:14:05,STT234MM01,monolith_main_bft,10023100
13,Voltage_PP5V0,4.85,5.15,V,4.984310,0.247915,PASS,PASS,0,FK2316MMBP2AA0411,2023-05-05 09:09:33,2023-05-05 09:14:05,STT234MM01,monolith_main_bft,10023100
14,Voltage_DUT_PP12V0_BOOST,11.493,12.395,V,12.131279,0.256433,PASS,PASS,0,FK2316MMBP2AA0411,2023-05-05 09:09:33,2023-05-05 09:14:05,STT234MM01,monolith_main_bft,10023100
15,Voltage_DUT_PP12V0,11.3,12.3,V,11.877824,0.248303,PASS,PASS,0,FK2316MMBP2AA0411,2023-05-05 09:09:33,2023-05-05 09:14:05,STT234MM01,monolith_main_bft,10023100
16,nor_flash,PASS,PASS,,PASS,6.081459,PASS,PASS,0,FK2316MMBP2AA0411,2023-05-05 09:09:33,2023-05-05 09:14:05,STT234MM01,monolith_main_bft,10023100
17,lock_status,PASS,PASS,,PASS,5.066429,PASS,PASS,0,FK2316MMBP2AA0411,2023-05-05 09:09:33,2023-05-05 09:14:05,STT234MM01,monolith_main_bft,10023100
18,TEST_Clowlock_Lock,PASS,PASS,,PASS,0.329725,PASS,PASS,0,FK2316MMBP2AA0411,2023-05-05 09:09:33,2023-05-05 09:14:05,STT234MM01,monolith_main_bft,10023100
19,unlock_status,PASS,PASS,,PASS,5.079185,PASS,PASS,0,FK2316MMBP2AA0411,2023-05-05 09:09:33,2023-05-05 09:14:05,STT234MM01,monolith_main_bft,10023100
20,TEST_Clowlock_Unlock,PASS,PASS,,PASS,0.322340,PASS,PASS,0,FK2316MMBP2AA0411,2023-05-05 09:09:33,2023-05-05 09:14:05,STT234MM01,monolith_main_bft,10023100
21,triangle_nfc,PASS,PASS,,PASS,4.074838,PASS,PASS,0,FK2316MMBP2AA0411,2023-05-05 09:09:33,2023-05-05 09:14:05,STT234MM01,monolith_main_bft,10023100
22,ui_nfc,PASS,PASS,,PASS,4.056001,PASS,PASS,0,FK2316MMBP2AA0411,2023-05-05 09:09:33,2023-05-05 09:14:05,STT234MM01,monolith_main_bft,10023100
23,speaker,PASS,PASS,,PASS,2.392481,PASS,PASS,0,FK2316MMBP2AA0411,2023-05-05 09:09:33,2023-05-05 09:14:05,STT234MM01,monolith_main_bft,10023100
24,speaker_timeout,PASS,PASS,,PASS,7.051022,PASS,PASS,0,FK2316MMBP2AA0411,2023-05-05 09:09:33,2023-05-05 09:14:05,STT234MM01,monolith_main_bft,10023100
25,flip_dot,PASS,PASS,,PASS,1.923254,PASS,PASS,0,FK2316MMBP2AA0411,2023-05-05 09:09:33,2023-05-05 09:14:05,STT234MM01,monolith_main_bft,10023100
26,flip_dot_timeout,PASS,PASS,,PASS,4.453082,PASS,PASS,0,FK2316MMBP2AA0411,2023-05-05 09:09:33,2023-05-05 09:14:05,STT234MM01,monolith_main_bft,10023100
27,se,PASS,PASS,,PASS,8.101666,PASS,PASS,0,FK2316MMBP2AA0411,2023-05-05 09:09:33,2023-05-05 09:14:05,STT234MM01,monolith_main_bft,10023100
28,Can_Data_Send,PASS,PASS,,PASS,2.873745,PASS,PASS,0,FK2316MMBP2AA0411,2023-05-05 09:09:33,2023-05-05 09:14:05,STT234MM01,monolith_main_bft,10023100
29,Can_Data_Recv,PASS,PASS,,PASS,12.002428,PASS,PASS,0,FK2316MMBP2AA0411,2023-05-05 09:09:33,2023-05-05 09:14:05,STT234MM01,monolith_main_bft,10023100
30,TST_SOLAR_L,PASS,PASS,,PASS,5.078937,PASS,PASS,0,FK2316MMBP2AA0411,2023-05-05 09:09:33,2023-05-05 09:14:05,STT234MM01,monolith_main_bft,10023100
31,SOLAR_L_Voltage,7,8,V,7.22,0.000000,PASS,PASS,0,FK2316MMBP2AA0411,2023-05-05 09:09:33,2023-05-05 09:14:05,STT234MM01,monolith_main_bft,10023100
32,SOLAR_L_Current,20,85000,uA,52162.00,0.007995,PASS,PASS,0,FK2316MMBP2AA0411,2023-05-05 09:09:33,2023-05-05 09:14:05,STT234MM01,monolith_main_bft,10023100
