record_index,test_name,lower_limit,upper_limit,units,test_value,test_time,pass_fail_status,overall_test_result,exit_status,sn,start_time,end_time,work_order,test_station_name,test_station_id
1,MES_101_Command_Send,PASS,PASS,,PASS,0.017033,PASS,PASS,0,FK2316MMBP2AA0192,2023-05-04 08:50:57,2023-05-04 08:55:33,STT234MM01,monolith_main_bft,10023100
2,Unlock_MCU_Write_Protect,PASS,PASS,,PASS,0.24,PASS,PASS,0,FK2316MMBP2AA0192,2023-05-04 08:50:57,2023-05-04 08:55:33,STT234MM01,monolith_main_bft,10023100
3,Load_Recovery_Image,PASS,PASS,,PASS,11.31,PASS,PASS,0,FK2316MMBP2AA0192,2023-05-04 08:50:57,2023-05-04 08:55:33,STT234MM01,monolith_main_bft,10023100
4,Load_LFS_EXT_Asset,PASS,PASS,,PASS,18.98,PASS,PASS,0,FK2316MMBP2AA0192,2023-05-04 08:50:57,2023-05-04 08:55:33,STT234MM01,monolith_main_bft,10023100
5,Flash_STLink,PASS,PASS,,PASS,8.74,PASS,PASS,0,FK2316MMBP2AA0192,2023-05-04 08:50:57,2023-05-04 08:55:33,STT234MM01,monolith_main_bft,10023100
6,FW_Version,2023.15.105,2023.15.105,,2023.15.105,4.075349,PASS,PASS,0,FK2316MMBP2AA0192,2023-05-04 08:50:57,2023-05-04 08:55:33,STT234MM01,monolith_main_bft,10023100
7,Hw_Version,Solar,Solar,,Solar,3.066738,PASS,PASS,0,FK2316MMBP2AA0192,2023-05-04 08:50:57,2023-05-04 08:55:33,STT234MM01,monolith_main_bft,10023100
8,lte_modem_status,PASS,PASS,,PASS,12.087457,PASS,PASS,0,FK2316MMBP2AA0192,2023-05-04 08:50:57,2023-05-04 08:55:33,STT234MM01,monolith_main_bft,10023100
9,temp_by_mcu_sensor_Vbatt,10,40,C,28.000,3.098819,PASS,PASS,0,FK2316MMBP2AA0192,2023-05-04 08:50:57,2023-05-04 08:55:33,STT234MM01,monolith_main_bft,10023100
10,Power_Rail_Enable,PASS,PASS,,PASS,4.060727,PASS,PASS,0,FK2316MMBP2AA0192,2023-05-04 08:50:57,2023-05-04 08:55:33,STT234MM01,monolith_main_bft,10023100
11,Voltage_PP4V2_SYS,3.6,3.8,V,3.682030,0.249962,PASS,PASS,0,FK2316MMBP2AA0192,2023-05-04 08:50:57,2023-05-04 08:55:33,STT234MM01,monolith_main_bft,10023100
