record_index,test_name,lower_limit,upper_limit,units,test_value,test_time,pass_fail_status,overall_test_result,exit_status,sn,start_time,end_time,work_order,test_station_name,test_station_id
1,MES_101_Command_Send,PASS,PASS,,PASS,0.016099,PASS,PASS,0,FK2316MMBP2AA0350,2023-05-04 13:59:47,2023-05-04 14:04:20,STT234MM01,monolith_main_bft,10023100
2,Unlock_MCU_Write_Protect,PASS,PASS,,PASS,0.23,PASS,PASS,0,FK2316MMBP2AA0350,2023-05-04 13:59:47,2023-05-04 14:04:20,STT234MM01,monolith_main_bft,10023100
3,Load_Recovery_Image,PASS,PASS,,PASS,10.91,PASS,PASS,0,FK2316MMBP2AA0350,2023-05-04 13:59:47,2023-05-04 14:04:20,STT234MM01,monolith_main_bft,10023100
4,Load_LFS_EXT_Asset,PASS,PASS,,PASS,18.23,PASS,PASS,0,FK2316MMBP2AA0350,2023-05-04 13:59:47,2023-05-04 14:04:20,STT234MM01,monolith_main_bft,10023100
5,Flash_STLink,PASS,PASS,,PASS,8.72,PASS,PASS,0,FK2316MMBP2AA0350,2023-05-04 13:59:47,2023-05-04 14:04:20,STT234MM01,monolith_main_bft,10023100
6,FW_Version,2023.15.105,2023.15.105,,2023.15.105,4.082438,PASS,PASS,0,FK2316MMBP2AA0350,2023-05-04 13:59:47,2023-05-04 14:04:20,STT234MM01,monolith_main_bft,10023100
7,Hw_Version,Solar,Solar,,Solar,3.058681,PASS,PASS,0,FK2316MMBP2AA0350,2023-05-04 13:59:47,2023-05-04 14:04:20,STT234MM01,monolith_main_bft,10023100
8,lte_modem_status,PASS,PASS,,PASS,12.064982,PASS,PASS,0,FK2316MMBP2AA0350,2023-05-04 13:59:47,2023-05-04 14:04:20,STT234MM01,monolith_main_bft,10023100
9,temp_by_mcu_sensor_Vbatt,10,40,C,28.000,3.094143,PASS,PASS,0,FK2316MMBP2AA0350,2023-05-04 13:59:47,2023-05-04 14:04:20,STT234MM01,monolith_main_bft,10023100
10,Power_Rail_Enable,PASS,PASS,,PASS,4.076887,PASS,PASS,0,FK2316MMBP2AA0350,2023-05-04 13:59:47,2023-05-04 14:04:20,STT234MM01,monolith_main_bft,10023100
11,Voltage_PP4V2_SYS,3.6,3.8,V,3.679570,0.248474,PASS,PASS,0,FK2316MMBP2AA0350,2023-05-04 13:59:47,2023-05-04 14:04:20,STT234MM01,monolith_main_bft,10023100
12,Voltage_PP1V8_LDO,1.76,1.85,V,1.807820,0.247152,PASS,PASS,0,FK2316MMBP2AA0350,2023-05-04 13:59:47,2023-05-04 14:04:20,STT234MM01,monolith_main_bft,10023100
13,Voltage_PP5V0,4.85,5.15,V,5.006520,0.257856,PASS,PASS,0,FK2316MMBP2AA0350,2023-05-04 13:59:47,2023-05-04 14:04:20,STT234MM01,monolith_main_bft,10023100
14,Voltage_DUT_PP12V0_BOOST,11.493,12.395,V,12.004577,0.238446,PASS,PASS,0,FK2316MMBP2AA0350,2023-05-04 13:59:47,2023-05-04 14:04:20,STT234MM01,monolith_main_bft,10023100
15,Voltage_DUT_PP12V0,11.3,12.3,V,11.736248,0.259014,PASS,PASS,0,FK2316MMBP2AA0350,2023-05-04 13:59:47,2023-05-04 14:04:20,STT234MM01,monolith_main_bft,10023100
16,nor_flash,PASS,PASS,,PASS,6.079022,PASS,PASS,0,FK2316MMBP2AA0350,2023-05-04 13:59:47,2023-05-04 14:04:20,STT234MM01,monolith_main_bft,10023100
17,lock_status,PASS,PASS,,PASS,5.059544,PASS,PASS,0,FK2316MMBP2AA0350,2023-05-04 13:59:47,2023-05-04 14:04:20,STT234MM01,monolith_main_bft,10023100
18,TEST_Clowlock_Lock,PASS,PASS,,PASS,0.330499,PASS,PASS,0,FK2316MMBP2AA0350,2023-05-04 13:59:47,2023-05-04 14:04:20,STT234MM01,monolith_main_bft,10023100
19,unlock_status,PASS,PASS,,PASS,5.081766,PASS,PASS,0,FK2316MMBP2AA0350,2023-05-04 13:59:47,2023-05-04 14:04:20,STT234MM01,monolith_main_bft,10023100
20,TEST_Clowlock_Unlock,PASS,PASS,,PASS,0.324181,PASS,PASS,0,FK2316MMBP2AA0350,2023-05-04 13:59:47,2023-05-04 14:04:20,STT234MM01,monolith_main_bft,10023100
21,triangle_nfc,PASS,PASS,,PASS,4.077551,PASS,PASS,0,FK2316MMBP2AA0350,2023-05-04 13:59:47,2023-05-04 14:04:20,STT234MM01,monolith_main_bft,10023100
22,ui_nfc,PASS,PASS,,PASS,4.051797,PASS,PASS,0,FK2316MMBP2AA0350,2023-05-04 13:59:47,2023-05-04 14:04:20,STT234MM01,monolith_main_bft,10023100
23,speaker,PASS,PASS,,PASS,2.561390,PASS,PASS,0,FK2316MMBP2AA0350,2023-05-04 13:59:47,2023-05-04 14:04:20,STT234MM01,monolith_main_bft,10023100
24,speaker_timeout,PASS,PASS,,PASS,7.113236,PASS,PASS,0,FK2316MMBP2AA0350,2023-05-04 13:59:47,2023-05-04 14:04:20,STT234MM01,monolith_main_bft,10023100
25,flip_dot,PASS,PASS,,PASS,0.843072,PASS,PASS,0,FK2316MMBP2AA0350,2023-05-04 13:59:47,2023-05-04 14:04:20,STT234MM01,monolith_main_bft,10023100
26,flip_dot_timeout,PASS,PASS,,PASS,5.533615,PASS,PASS,0,FK2316MMBP2AA0350,2023-05-04 13:59:47,2023-05-04 14:04:20,STT234MM01,monolith_main_bft,10023100
27,se,PASS,PASS,,PASS,8.068971,PASS,PASS,0,FK2316MMBP2AA0350,2023-05-04 13:59:47,2023-05-04 14:04:20,STT234MM01,monolith_main_bft,10023100
28,Can_Data_Send,PASS,PASS,,PASS,2.887516,PASS,PASS,0,FK2316MMBP2AA0350,2023-05-04 13:59:47,2023-05-04 14:04:20,STT234MM01,monolith_main_bft,10023100
29,Can_Data_Recv,PASS,PASS,,PASS,12.022612,PASS,PASS,0,FK2316MMBP2AA0350,2023-05-04 13:59:47,2023-05-04 14:04:20,STT234MM01,monolith_main_bft,10023100
30,TST_SOLAR_L,PASS,PASS,,PASS,5.073643,PASS,PASS,0,FK2316MMBP2AA0350,2023-05-04 13:59:47,2023-05-04 14:04:20,STT234MM01,monolith_main_bft,10023100
31,SOLAR_L_Voltage,7,8,V,7.28,0.000000,PASS,PASS,0,FK2316MMBP2AA0350,2023-05-04 13:59:47,2023-05-04 14:04:20,STT234MM01,monolith_main_bft,10023100
32,SOLAR_L_Current,20,85000,uA,37818.00,0.006996,PASS,PASS,0,FK2316MMBP2AA0350,2023-05-04 13:59:47,2023-05-04 14:04:20,STT234MM01,monolith_main_bft,10023100
33,TST_SOLAR_R,PASS,PASS,,PASS,5.080829,PASS,PASS,0,FK2316MMBP2AA0350,2023-05-04 13:59:47,2023-05-04 14:04:20,STT234MM01,monolith_main_bft,10023100
34,SOLAR_R_Voltage,7,8,V,7.27,0.000000,PASS,PASS,0,FK2316MMBP2AA0350,2023-05-04 13:59:47,2023-05-04 14:04:20,STT234MM01,monolith_main_bft,10023100
35,SOLAR_R_Current,20,85000,uA,37708.00,0.008008,PASS,PASS,0,FK2316MMBP2AA0350,2023-05-04 13:59:47,2023-05-04 14:04:20,STT234MM01,monolith_main_bft,10023100
36,rp_charge,PASS,PASS,,PASS,5.07,PASS,PASS,0,FK2316MMBP2AA0350,2023-05-04 13:59:47,2023-05-04 14:04:20,STT234MM01,monolith_main_bft,10023100
37,temp_by_mcu_sensor_Vbatt_and_RP12V,10,40,C,29.000,5.102470,PASS,PASS,0,FK2316MMBP2AA0350,2023-05-04 13:59:47,2023-05-04 14:04:20,STT234MM01,monolith_main_bft,10023100
38,sim_read,PASS,PASS,,PASS,10.112932,PASS,PASS,0,FK2316MMBP2AA0350,2023-05-04 13:59:47,2023-05-04 14:04:20,STT234MM01,monolith_main_bft,10023100
39,IMEI,1.00E+14,1.00E+15,,869965065811881,0.014988,PASS,PASS,0,FK2316MMBP2AA0350,2023-05-04 13:59:47,2023-05-04 14:04:20,STT234MM01,monolith_main_bft,10023100
