record_index,test_name,lower_limit,upper_limit,units,test_value,test_time,pass_fail_status,overall_test_result,exit_status,sn,start_time,end_time,work_order,test_station_name,test_station_id
1,Unlock_MCU_Write_Protect,PASS,PASS,,PASS,0.24,PASS,PASS,0,FK2316MMBP2AA0001,2023-04-25 13:41:26,2023-04-25 13:48:41,,monolith_main_bft,10023100
2,Load_Recovery_Image,PASS,PASS,,PASS,11.82,PASS,PASS,0,FK2316MMBP2AA0001,2023-04-25 13:41:26,2023-04-25 13:48:41,,monolith_main_bft,10023100
3,Load_LFS_EXT_Asset,PASS,PASS,,PASS,94.19,PASS,PASS,0,FK2316MMBP2AA0001,2023-04-25 13:41:26,2023-04-25 13:48:41,,monolith_main_bft,10023100
4,Flash_STLink,PASS,PASS,,PASS,35.73,PASS,PASS,0,FK2316MMBP2AA0001,2023-04-25 13:41:26,2023-04-25 13:48:41,,monolith_main_bft,10023100
5,FW_Version,2023.15.101,2023.15.101,,2023.15.101,4.072896,PASS,PASS,0,FK2316MMBP2AA0001,2023-04-25 13:41:26,2023-04-25 13:48:41,,monolith_main_bft,10023100
6,Hw_Version,Solar,Solar,,Solar,3.055919,PASS,PASS,0,FK2316MMBP2AA0001,2023-04-25 13:41:26,2023-04-25 13:48:41,,monolith_main_bft,10023100
7,lte_modem_status,PASS,PASS,,PASS,12.087008,PASS,PASS,0,FK2316MMBP2AA0001,2023-04-25 13:41:26,2023-04-25 13:48:41,,monolith_main_bft,10023100
8,temp_by_mcu_sensor_Vbatt,15,35,C,28.000,3.090465,PASS,PASS,0,FK2316MMBP2AA0001,2023-04-25 13:41:26,2023-04-25 13:48:41,,monolith_main_bft,10023100
9,Power_Rail_Enable,PASS,PASS,,PASS,4.068715,PASS,PASS,0,FK2316MMBP2AA0001,2023-04-25 13:41:26,2023-04-25 13:48:41,,monolith_main_bft,10023100
10,Voltage_PP4V2_SYS,3.55,3.85,V,3.679920,0.245552,PASS,PASS,0,FK2316MMBP2AA0001,2023-04-25 13:41:26,2023-04-25 13:48:41,,monolith_main_bft,10023100
11,Voltage_PP1V8_LDO,1.782,1.818,V,1.805470,0.245213,PASS,PASS,0,FK2316MMBP2AA0001,2023-04-25 13:41:26,2023-04-25 13:48:41,,monolith_main_bft,10023100
12,Voltage_PP5V0,4.85,5.15,V,5.006970,0.245810,PASS,PASS,0,FK2316MMBP2AA0001,2023-04-25 13:41:26,2023-04-25 13:48:41,,monolith_main_bft,10023100
13,Voltage_DUT_PP12V0_BOOST,11.493,12.395,V,12.005728,0.246338,PASS,PASS,0,FK2316MMBP2AA0001,2023-04-25 13:41:26,2023-04-25 13:48:41,,monolith_main_bft,10023100
14,Voltage_DUT_PP12V0,10.783,11.995,V,11.746865,0.245913,PASS,PASS,0,FK2316MMBP2AA0001,2023-04-25 13:41:26,2023-04-25 13:48:41,,monolith_main_bft,10023100
15,nor_flash,PASS,PASS,,PASS,6.079107,PASS,PASS,0,FK2316MMBP2AA0001,2023-04-25 13:41:26,2023-04-25 13:48:41,,monolith_main_bft,10023100
16,lock_status,PASS,PASS,,PASS,5.070957,PASS,PASS,0,FK2316MMBP2AA0001,2023-04-25 13:41:26,2023-04-25 13:48:41,,monolith_main_bft,10023100
17,TEST_Clowlock_Lock,PASS,PASS,,PASS,0.319086,PASS,PASS,0,FK2316MMBP2AA0001,2023-04-25 13:41:26,2023-04-25 13:48:41,,monolith_main_bft,10023100
18,unlock_status,PASS,PASS,,PASS,5.067703,PASS,PASS,0,FK2316MMBP2AA0001,2023-04-25 13:41:26,2023-04-25 13:48:41,,monolith_main_bft,10023100
19,TEST_Clowlock_Unlock,PASS,PASS,,PASS,0.319128,PASS,PASS,0,FK2316MMBP2AA0001,2023-04-25 13:41:26,2023-04-25 13:48:41,,monolith_main_bft,10023100
20,triangle_nfc,PASS,PASS,,PASS,4.078429,PASS,PASS,0,FK2316MMBP2AA0001,2023-04-25 13:41:26,2023-04-25 13:48:41,,monolith_main_bft,10023100
21,ui_nfc,PASS,PASS,,PASS,4.090723,PASS,PASS,0,FK2316MMBP2AA0001,2023-04-25 13:41:26,2023-04-25 13:48:41,,monolith_main_bft,10023100
22,speaker,PASS,PASS,,PASS,3.151604,PASS,PASS,0,FK2316MMBP2AA0001,2023-04-25 13:41:26,2023-04-25 13:48:41,,monolith_main_bft,10023100
23,flip_dot,PASS,PASS,,PASS,4.324649,PASS,PASS,0,FK2316MMBP2AA0001,2023-04-25 13:41:26,2023-04-25 13:48:41,,monolith_main_bft,10023100
24,se,PASS,PASS,,PASS,8.110062,PASS,PASS,0,FK2316MMBP2AA0001,2023-04-25 13:41:26,2023-04-25 13:48:41,,monolith_main_bft,10023100
25,Can_Data,PASS,PASS,,PASS,7.317743,PASS,PASS,0,FK2316MMBP2AA0001,2023-04-25 13:41:26,2023-04-25 13:48:41,,monolith_main_bft,10023100
