record_index,test_name,lower_limit,upper_limit,units,test_value,test_time,pass_fail_status,overall_test_result,exit_status,sn,start_time,end_time,work_order,test_station_name,test_station_id
1,Unlock_MCU_Write_Protect,PASS,PASS,,PASS,1.48,PASS,PASS,0,FK2316MMBP2AA0012,2023-04-25 12:00:18,2023-04-25 12:07:23,G00,monolith_main_bft,10023100
2,Load_Recovery_Image,PASS,PASS,,PASS,10.61,PASS,PASS,0,FK2316MMBP2AA0012,2023-04-25 12:00:18,2023-04-25 12:07:23,G00,monolith_main_bft,10023100
3,Load_LFS_EXT_Asset,PASS,PASS,,PASS,84.42,PASS,PASS,0,FK2316MMBP2AA0012,2023-04-25 12:00:18,2023-04-25 12:07:23,G00,monolith_main_bft,10023100
4,Flash_STLink,PASS,PASS,,PASS,34.25,PASS,PASS,0,FK2316MMBP2AA0012,2023-04-25 12:00:18,2023-04-25 12:07:23,G00,monolith_main_bft,10023100
5,FW_Version,2023.15.101,2023.15.101,,2023.15.101,4.093127,PASS,PASS,0,FK2316MMBP2AA0012,2023-04-25 12:00:18,2023-04-25 12:07:23,G00,monolith_main_bft,10023100
6,Hw_Version,Solar,Solar,,Solar,3.064988,PASS,PASS,0,FK2316MMBP2AA0012,2023-04-25 12:00:18,2023-04-25 12:07:23,G00,monolith_main_bft,10023100
7,lte_modem_status,PASS,PASS,,PASS,12.070425,PASS,PASS,0,FK2316MMBP2AA0012,2023-04-25 12:00:18,2023-04-25 12:07:23,G00,monolith_main_bft,10023100
8,temp_by_mcu_sensor_Vbatt,15,35,C,28.000,3.098500,PASS,PASS,0,FK2316MMBP2AA0012,2023-04-25 12:00:18,2023-04-25 12:07:23,G00,monolith_main_bft,10023100
9,Power_Rail_Enable,PASS,PASS,,PASS,4.080305,PASS,PASS,0,FK2316MMBP2AA0012,2023-04-25 12:00:18,2023-04-25 12:07:23,G00,monolith_main_bft,10023100
10,Voltage_PP4V2_SYS,3.55,3.85,V,3.679220,0.255630,PASS,PASS,0,FK2316MMBP2AA0012,2023-04-25 12:00:18,2023-04-25 12:07:23,G00,monolith_main_bft,10023100
11,Voltage_PP1V8_LDO,1.782,1.818,V,1.814210,0.245984,PASS,PASS,0,FK2316MMBP2AA0012,2023-04-25 12:00:18,2023-04-25 12:07:23,G00,monolith_main_bft,10023100
12,Voltage_PP5V0,4.85,5.15,V,5.014620,0.246314,PASS,PASS,0,FK2316MMBP2AA0012,2023-04-25 12:00:18,2023-04-25 12:07:23,G00,monolith_main_bft,10023100
13,Voltage_DUT_PP12V0_BOOST,11.493,12.395,V,12.063821,0.245897,PASS,PASS,0,FK2316MMBP2AA0012,2023-04-25 12:00:18,2023-04-25 12:07:23,G00,monolith_main_bft,10023100
14,Voltage_DUT_PP12V0,10.783,11.995,V,11.803706,0.244927,PASS,PASS,0,FK2316MMBP2AA0012,2023-04-25 12:00:18,2023-04-25 12:07:23,G00,monolith_main_bft,10023100
15,nor_flash,PASS,PASS,,PASS,6.076167,PASS,PASS,0,FK2316MMBP2AA0012,2023-04-25 12:00:18,2023-04-25 12:07:23,G00,monolith_main_bft,10023100
16,lock_status,PASS,PASS,,PASS,5.072937,PASS,PASS,0,FK2316MMBP2AA0012,2023-04-25 12:00:18,2023-04-25 12:07:23,G00,monolith_main_bft,10023100
17,TEST_Clowlock_Lock,PASS,PASS,,PASS,0.326160,PASS,PASS,0,FK2316MMBP2AA0012,2023-04-25 12:00:18,2023-04-25 12:07:23,G00,monolith_main_bft,10023100
18,unlock_status,PASS,PASS,,PASS,5.083698,PASS,PASS,0,FK2316MMBP2AA0012,2023-04-25 12:00:18,2023-04-25 12:07:23,G00,monolith_main_bft,10023100
19,TEST_Clowlock_Unlock,PASS,PASS,,PASS,0.326334,PASS,PASS,0,FK2316MMBP2AA0012,2023-04-25 12:00:18,2023-04-25 12:07:23,G00,monolith_main_bft,10023100
20,triangle_nfc,PASS,PASS,,PASS,4.076930,PASS,PASS,0,FK2316MMBP2AA0012,2023-04-25 12:00:18,2023-04-25 12:07:23,G00,monolith_main_bft,10023100
21,ui_nfc,PASS,PASS,,PASS,4.094110,PASS,PASS,0,FK2316MMBP2AA0012,2023-04-25 12:00:18,2023-04-25 12:07:23,G00,monolith_main_bft,10023100
22,speaker,PASS,PASS,,PASS,5.026766,PASS,PASS,0,FK2316MMBP2AA0012,2023-04-25 12:00:18,2023-04-25 12:07:23,G00,monolith_main_bft,10023100
23,flip_dot,PASS,PASS,,PASS,4.619634,PASS,PASS,0,FK2316MMBP2AA0012,2023-04-25 12:00:18,2023-04-25 12:07:23,G00,monolith_main_bft,10023100
24,se,PASS,PASS,,PASS,8.081725,PASS,PASS,0,FK2316MMBP2AA0012,2023-04-25 12:00:18,2023-04-25 12:07:23,G00,monolith_main_bft,10023100
25,Can_Data,PASS,PASS,,PASS,7.298371,PASS,PASS,0,FK2316MMBP2AA0012,2023-04-25 12:00:18,2023-04-25 12:07:23,G00,monolith_main_bft,10023100
26,TST_SOLAR_L,PASS,PASS,,PASS,5.072922,PASS,PASS,0,FK2316MMBP2AA0012,2023-04-25 12:00:18,2023-04-25 12:07:23,G00,monolith_main_bft,10023100
27,SOLAR_L_Voltage,7,8,V,7.18,0.000998,PASS,PASS,0,FK2316MMBP2AA0012,2023-04-25 12:00:18,2023-04-25 12:07:23,G00,monolith_main_bft,10023100
28,SOLAR_L_Current,20,85000,uA,34210.00,0.005997,PASS,PASS,0,FK2316MMBP2AA0012,2023-04-25 12:00:18,2023-04-25 12:07:23,G00,monolith_main_bft,10023100
29,TST_SOLAR_R,PASS,PASS,,PASS,5.065150,PASS,PASS,0,FK2316MMBP2AA0012,2023-04-25 12:00:18,2023-04-25 12:07:23,G00,monolith_main_bft,10023100
30,SOLAR_R_Voltage,7,8,V,7.18,0.000000,PASS,PASS,0,FK2316MMBP2AA0012,2023-04-25 12:00:18,2023-04-25 12:07:23,G00,monolith_main_bft,10023100
31,SOLAR_R_Current,20,85000,uA,34144.00,0.006997,PASS,PASS,0,FK2316MMBP2AA0012,2023-04-25 12:00:18,2023-04-25 12:07:23,G00,monolith_main_bft,10023100
32,rp_charge,PASS,PASS,,PASS,5.08,PASS,PASS,0,FK2316MMBP2AA0012,2023-04-25 12:00:18,2023-04-25 12:07:23,G00,monolith_main_bft,10023100
33,temp_by_mcu_sensor_Vbatt_and_RP12V,15,35,C,29.000,5.098452,PASS,PASS,0,FK2316MMBP2AA0012,2023-04-25 12:00:18,2023-04-25 12:07:23,G00,monolith_main_bft,10023100
34,sim_read,PASS,PASS,,PASS,30.079313,PASS,PASS,0,FK2316MMBP2AA0012,2023-04-25 12:00:18,2023-04-25 12:07:23,G00,monolith_main_bft,10023100
35,IMEI,1.00E+14,1.00E+15,,869965064558251,0.015991,PASS,PASS,0,FK2316MMBP2AA0012,2023-04-25 12:00:18,2023-04-25 12:07:23,G00,monolith_main_bft,10023100
36,ICCID,1.00E+19,1.00E+20,,89430301722235530704,0.015977,PASS,PASS,0,FK2316MMBP2AA0012,2023-04-25 12:00:18,2023-04-25 12:07:23,G00,monolith_main_bft,10023100
37,SET_Sleep_mode,PASS,PASS,,PASS,35.111989,PASS,PASS,0,FK2316MMBP2AA0012,2023-04-25 12:00:18,2023-04-25 12:07:23,G00,monolith_main_bft,10023100
38,Sleep_Mode_Current,0,3,mA,0.000000,20.075148,PASS,PASS,0,FK2316MMBP2AA0012,2023-04-25 12:00:18,2023-04-25 12:07:23,G00,monolith_main_bft,10023100
39,Voltage_PP4V2_SYS,3.55,3.85,V,3.700570,0.236067,PASS,PASS,0,FK2316MMBP2AA0012,2023-04-25 12:00:18,2023-04-25 12:07:23,G00,monolith_main_bft,10023100
40,Flash_STLink,PASS,PASS,,PASS,37.50,PASS,PASS,0,FK2316MMBP2AA0012,2023-04-25 12:00:18,2023-04-25 12:07:23,G00,monolith_main_bft,10023100
41,Lock_MCU_Write_Protect,PASS,PASS,,PASS,1.44,PASS,PASS,0,FK2316MMBP2AA0012,2023-04-25 12:00:18,2023-04-25 12:07:23,G00,monolith_main_bft,10023100
