record_index,test_name,lower_limit,upper_limit,units,test_value,test_time,pass_fail_status,overall_test_result,exit_status,sn,start_time,end_time,work_order,test_station_name,test_station_id
1,MES_101_Command_Send,PASS,PASS,,PASS,0.022243,PASS,PASS,0,FK2316MMBP2AA0101,2023-04-25 09:57:57,2023-04-25 10:05:00,STT234MM01,monolith_main_bft,10023100
2,Unlock_MCU_Write_Protect,PASS,PASS,,PASS,0.23,PASS,PASS,0,FK2316MMBP2AA0101,2023-04-25 09:57:57,2023-04-25 10:05:00,STT234MM01,monolith_main_bft,10023100
3,Load_Recovery_Image,PASS,PASS,,PASS,10.44,PASS,PASS,0,FK2316MMBP2AA0101,2023-04-25 09:57:57,2023-04-25 10:05:00,STT234MM01,monolith_main_bft,10023100
4,Load_LFS_EXT_Asset,PASS,PASS,,PASS,83.63,PASS,PASS,0,FK2316MMBP2AA0101,2023-04-25 09:57:57,2023-04-25 10:05:00,STT234MM01,monolith_main_bft,10023100
5,Flash_STLink,PASS,PASS,,PASS,34.03,PASS,PASS,0,FK2316MMBP2AA0101,2023-04-25 09:57:57,2023-04-25 10:05:00,STT234MM01,monolith_main_bft,10023100
6,FW_Version,2023.15.101,2023.15.101,,2023.15.101,4.081120,PASS,PASS,0,FK2316MMBP2AA0101,2023-04-25 09:57:57,2023-04-25 10:05:00,STT234MM01,monolith_main_bft,10023100
7,Hw_Version,Solar,Solar,,Solar,3.070410,PASS,PASS,0,FK2316MMBP2AA0101,2023-04-25 09:57:57,2023-04-25 10:05:00,STT234MM01,monolith_main_bft,10023100
8,lte_modem_status,PASS,PASS,,PASS,12.078722,PASS,PASS,0,FK2316MMBP2AA0101,2023-04-25 09:57:57,2023-04-25 10:05:00,STT234MM01,monolith_main_bft,10023100
9,temp_by_mcu_sensor_Vbatt,15,35,C,28.000,3.088771,PASS,PASS,0,FK2316MMBP2AA0101,2023-04-25 09:57:57,2023-04-25 10:05:00,STT234MM01,monolith_main_bft,10023100
10,Power_Rail_Enable,PASS,PASS,,PASS,4.060211,PASS,PASS,0,FK2316MMBP2AA0101,2023-04-25 09:57:57,2023-04-25 10:05:00,STT234MM01,monolith_main_bft,10023100
11,Voltage_PP4V2_SYS,3.55,3.85,V,3.679390,0.245429,PASS,PASS,0,FK2316MMBP2AA0101,2023-04-25 09:57:57,2023-04-25 10:05:00,STT234MM01,monolith_main_bft,10023100
12,Voltage_PP1V8_LDO,1.782,1.818,V,1.810280,0.245577,PASS,PASS,0,FK2316MMBP2AA0101,2023-04-25 09:57:57,2023-04-25 10:05:00,STT234MM01,monolith_main_bft,10023100
13,Voltage_PP5V0,4.85,5.15,V,5.008950,0.255291,PASS,PASS,0,FK2316MMBP2AA0101,2023-04-25 09:57:57,2023-04-25 10:05:00,STT234MM01,monolith_main_bft,10023100
14,Voltage_DUT_PP12V0_BOOST,11.493,12.395,V,12.009234,0.243525,PASS,PASS,0,FK2316MMBP2AA0101,2023-04-25 09:57:57,2023-04-25 10:05:00,STT234MM01,monolith_main_bft,10023100
15,Voltage_DUT_PP12V0,10.783,11.995,V,11.739503,0.244312,PASS,PASS,0,FK2316MMBP2AA0101,2023-04-25 09:57:57,2023-04-25 10:05:00,STT234MM01,monolith_main_bft,10023100
16,nor_flash,PASS,PASS,,PASS,6.077345,PASS,PASS,0,FK2316MMBP2AA0101,2023-04-25 09:57:57,2023-04-25 10:05:00,STT234MM01,monolith_main_bft,10023100
17,lock_status,PASS,PASS,,PASS,5.067679,PASS,PASS,0,FK2316MMBP2AA0101,2023-04-25 09:57:57,2023-04-25 10:05:00,STT234MM01,monolith_main_bft,10023100
18,TEST_Clowlock_Lock,PASS,PASS,,PASS,0.322351,PASS,PASS,0,FK2316MMBP2AA0101,2023-04-25 09:57:57,2023-04-25 10:05:00,STT234MM01,monolith_main_bft,10023100
19,unlock_status,PASS,PASS,,PASS,5.080022,PASS,PASS,0,FK2316MMBP2AA0101,2023-04-25 09:57:57,2023-04-25 10:05:00,STT234MM01,monolith_main_bft,10023100
20,TEST_Clowlock_Unlock,PASS,PASS,,PASS,0.325768,PASS,PASS,0,FK2316MMBP2AA0101,2023-04-25 09:57:57,2023-04-25 10:05:00,STT234MM01,monolith_main_bft,10023100
21,triangle_nfc,PASS,PASS,,PASS,4.076314,PASS,PASS,0,FK2316MMBP2AA0101,2023-04-25 09:57:57,2023-04-25 10:05:00,STT234MM01,monolith_main_bft,10023100
22,ui_nfc,PASS,PASS,,PASS,4.090317,PASS,PASS,0,FK2316MMBP2AA0101,2023-04-25 09:57:57,2023-04-25 10:05:00,STT234MM01,monolith_main_bft,10023100
23,speaker,PASS,PASS,,PASS,3.535625,PASS,PASS,0,FK2316MMBP2AA0101,2023-04-25 09:57:57,2023-04-25 10:05:00,STT234MM01,monolith_main_bft,10023100
24,flip_dot,PASS,PASS,,PASS,3.847143,PASS,PASS,0,FK2316MMBP2AA0101,2023-04-25 09:57:57,2023-04-25 10:05:00,STT234MM01,monolith_main_bft,10023100
25,se,PASS,PASS,,PASS,8.069232,PASS,PASS,0,FK2316MMBP2AA0101,2023-04-25 09:57:57,2023-04-25 10:05:00,STT234MM01,monolith_main_bft,10023100
26,Can_Data,PASS,PASS,,PASS,7.240492,PASS,PASS,0,FK2316MMBP2AA0101,2023-04-25 09:57:57,2023-04-25 10:05:00,STT234MM01,monolith_main_bft,10023100
27,TST_SOLAR_L,PASS,PASS,,PASS,5.088834,PASS,PASS,0,FK2316MMBP2AA0101,2023-04-25 09:57:57,2023-04-25 10:05:00,STT234MM01,monolith_main_bft,10023100
28,SOLAR_L_Voltage,7,8,V,7.21,0.000000,PASS,PASS,0,FK2316MMBP2AA0101,2023-04-25 09:57:57,2023-04-25 10:05:00,STT234MM01,monolith_main_bft,10023100
29,SOLAR_L_Current,20,85000,uA,42591.00,0.005003,PASS,PASS,0,FK2316MMBP2AA0101,2023-04-25 09:57:57,2023-04-25 10:05:00,STT234MM01,monolith_main_bft,10023100
30,TST_SOLAR_R,PASS,PASS,,PASS,5.086165,PASS,PASS,0,FK2316MMBP2AA0101,2023-04-25 09:57:57,2023-04-25 10:05:00,STT234MM01,monolith_main_bft,10023100
31,SOLAR_R_Voltage,7,8,V,7.20,0.000000,PASS,PASS,0,FK2316MMBP2AA0101,2023-04-25 09:57:57,2023-04-25 10:05:00,STT234MM01,monolith_main_bft,10023100
32,SOLAR_R_Current,20,85000,uA,42306.00,0.005998,PASS,PASS,0,FK2316MMBP2AA0101,2023-04-25 09:57:57,2023-04-25 10:05:00,STT234MM01,monolith_main_bft,10023100
33,rp_charge,PASS,PASS,,PASS,5.06,PASS,PASS,0,FK2316MMBP2AA0101,2023-04-25 09:57:57,2023-04-25 10:05:00,STT234MM01,monolith_main_bft,10023100
34,temp_by_mcu_sensor_Vbatt_and_RP12V,15,35,C,29.000,5.093131,PASS,PASS,0,FK2316MMBP2AA0101,2023-04-25 09:57:57,2023-04-25 10:05:00,STT234MM01,monolith_main_bft,10023100
35,sim_read,PASS,PASS,,PASS,30.065830,PASS,PASS,0,FK2316MMBP2AA0101,2023-04-25 09:57:57,2023-04-25 10:05:00,STT234MM01,monolith_main_bft,10023100
36,IMEI,1.00E+14,1.00E+15,,869965065813176,0.014994,PASS,PASS,0,FK2316MMBP2AA0101,2023-04-25 09:57:57,2023-04-25 10:05:00,STT234MM01,monolith_main_bft,10023100
37,ICCID,1.00E+19,1.00E+20,,89430301722235534136,0.014993,PASS,PASS,0,FK2316MMBP2AA0101,2023-04-25 09:57:57,2023-04-25 10:05:00,STT234MM01,monolith_main_bft,10023100
38,SET_Sleep_mode,PASS,PASS,,PASS,35.087873,PASS,PASS,0,FK2316MMBP2AA0101,2023-04-25 09:57:57,2023-04-25 10:05:00,STT234MM01,monolith_main_bft,10023100
39,Sleep_Mode_Current,0,3,mA,0.000000,20.076808,PASS,PASS,0,FK2316MMBP2AA0101,2023-04-25 09:57:57,2023-04-25 10:05:00,STT234MM01,monolith_main_bft,10023100
40,Voltage_PP4V2_SYS,3.55,3.85,V,3.700920,0.236157,PASS,PASS,0,FK2316MMBP2AA0101,2023-04-25 09:57:57,2023-04-25 10:05:00,STT234MM01,monolith_main_bft,10023100
41,Flash_STLink,PASS,PASS,,PASS,37.83,PASS,PASS,0,FK2316MMBP2AA0101,2023-04-25 09:57:57,2023-04-25 10:05:00,STT234MM01,monolith_main_bft,10023100
42,Lock_MCU_Write_Protect,PASS,PASS,,PASS,1.44,PASS,PASS,0,FK2316MMBP2AA0101,2023-04-25 09:57:57,2023-04-25 10:05:00,STT234MM01,monolith_main_bft,10023100
