record_index,test_name,lower_limit,upper_limit,units,test_value,test_time,pass_fail_status,overall_test_result,exit_status,test_run_uuid,sn,start_time,end_time,work_order,test_station_name,test_station_id
1,MES_101_Command_Send,PASS,PASS,,PASS,0.016043,PASS,PASS,0,9557095F-F183-41E2-BAE4-8C2AEEEC6686,FK2316MMBP2AA0556,2023-05-08 08:08:04,2023-05-08 08:12:38,STT234MM01,monolith_main_bft,10023100
2,Unlock_MCU_Write_Protect,PASS,PASS,,PASS,0.23,PASS,PASS,0,9557095F-F183-41E2-BAE4-8C2AEEEC6686,FK2316MMBP2AA0556,2023-05-08 08:08:04,2023-05-08 08:12:38,STT234MM01,monolith_main_bft,10023100
3,Load_Recovery_Image,PASS,PASS,,PASS,11.11,PASS,PASS,0,9557095F-F183-41E2-BAE4-8C2AEEEC6686,FK2316MMBP2AA0556,2023-05-08 08:08:04,2023-05-08 08:12:38,STT234MM01,monolith_main_bft,10023100
4,Load_LFS_EXT_Asset,PASS,PASS,,PASS,18.56,PASS,PASS,0,9557095F-F183-41E2-BAE4-8C2AEEEC6686,FK2316MMBP2AA0556,2023-05-08 08:08:04,2023-05-08 08:12:38,STT234MM01,monolith_main_bft,10023100
5,Flash_STLink,PASS,PASS,,PASS,8.70,PASS,PASS,0,9557095F-F183-41E2-BAE4-8C2AEEEC6686,FK2316MMBP2AA0556,2023-05-08 08:08:04,2023-05-08 08:12:38,STT234MM01,monolith_main_bft,10023100
6,FW_Version,2023.15.105,2023.15.105,,2023.15.105,4.070242,PASS,PASS,0,9557095F-F183-41E2-BAE4-8C2AEEEC6686,FK2316MMBP2AA0556,2023-05-08 08:08:04,2023-05-08 08:12:38,STT234MM01,monolith_main_bft,10023100
7,Hw_Version,Solar,Solar,,Solar,3.056442,PASS,PASS,0,9557095F-F183-41E2-BAE4-8C2AEEEC6686,FK2316MMBP2AA0556,2023-05-08 08:08:04,2023-05-08 08:12:38,STT234MM01,monolith_main_bft,10023100
8,lte_modem_status,PASS,PASS,,PASS,12.079459,PASS,PASS,0,9557095F-F183-41E2-BAE4-8C2AEEEC6686,FK2316MMBP2AA0556,2023-05-08 08:08:04,2023-05-08 08:12:38,STT234MM01,monolith_main_bft,10023100
9,temp_by_mcu_sensor_Vbatt,10,40,C,29.000,3.084825,PASS,PASS,0,9557095F-F183-41E2-BAE4-8C2AEEEC6686,FK2316MMBP2AA0556,2023-05-08 08:08:04,2023-05-08 08:12:38,STT234MM01,monolith_main_bft,10023100
10,Power_Rail_Enable,PASS,PASS,,PASS,4.080085,PASS,PASS,0,9557095F-F183-41E2-BAE4-8C2AEEEC6686,FK2316MMBP2AA0556,2023-05-08 08:08:04,2023-05-08 08:12:38,STT234MM01,monolith_main_bft,10023100
11,Voltage_PP4V2_SYS,3.6,3.8,V,3.673200,0.247799,PASS,PASS,0,9557095F-F183-41E2-BAE4-8C2AEEEC6686,FK2316MMBP2AA0556,2023-05-08 08:08:04,2023-05-08 08:12:38,STT234MM01,monolith_main_bft,10023100
12,Voltage_PP1V8_LDO,1.76,1.85,V,1.811710,0.247365,PASS,PASS,0,9557095F-F183-41E2-BAE4-8C2AEEEC6686,FK2316MMBP2AA0556,2023-05-08 08:08:04,2023-05-08 08:12:38,STT234MM01,monolith_main_bft,10023100
13,Voltage_PP5V0,4.85,5.15,V,4.994010,0.247838,PASS,PASS,0,9557095F-F183-41E2-BAE4-8C2AEEEC6686,FK2316MMBP2AA0556,2023-05-08 08:08:04,2023-05-08 08:12:38,STT234MM01,monolith_main_bft,10023100
14,Voltage_DUT_PP12V0_BOOST,11.493,12.395,V,12.110396,0.247169,PASS,PASS,0,9557095F-F183-41E2-BAE4-8C2AEEEC6686,FK2316MMBP2AA0556,2023-05-08 08:08:04,2023-05-08 08:12:38,STT234MM01,monolith_main_bft,10023100
15,Voltage_DUT_PP12V0,11.3,12.3,V,11.842818,0.258358,PASS,PASS,0,9557095F-F183-41E2-BAE4-8C2AEEEC6686,FK2316MMBP2AA0556,2023-05-08 08:08:04,2023-05-08 08:12:38,STT234MM01,monolith_main_bft,10023100
16,nor_flash,PASS,PASS,,PASS,6.068562,PASS,PASS,0,9557095F-F183-41E2-BAE4-8C2AEEEC6686,FK2316MMBP2AA0556,2023-05-08 08:08:04,2023-05-08 08:12:38,STT234MM01,monolith_main_bft,10023100
17,lock_status,PASS,PASS,,PASS,5.061414,PASS,PASS,0,9557095F-F183-41E2-BAE4-8C2AEEEC6686,FK2316MMBP2AA0556,2023-05-08 08:08:04,2023-05-08 08:12:38,STT234MM01,monolith_main_bft,10023100
18,TEST_Clowlock_Lock,PASS,PASS,,PASS,0.323874,PASS,PASS,0,9557095F-F183-41E2-BAE4-8C2AEEEC6686,FK2316MMBP2AA0556,2023-05-08 08:08:04,2023-05-08 08:12:38,STT234MM01,monolith_main_bft,10023100
19,unlock_status,PASS,PASS,,PASS,5.071527,PASS,PASS,0,9557095F-F183-41E2-BAE4-8C2AEEEC6686,FK2316MMBP2AA0556,2023-05-08 08:08:04,2023-05-08 08:12:38,STT234MM01,monolith_main_bft,10023100
20,TEST_Clowlock_Unlock,PASS,PASS,,PASS,0.331538,PASS,PASS,0,9557095F-F183-41E2-BAE4-8C2AEEEC6686,FK2316MMBP2AA0556,2023-05-08 08:08:04,2023-05-08 08:12:38,STT234MM01,monolith_main_bft,10023100
21,triangle_nfc,PASS,PASS,,PASS,4.083364,PASS,PASS,0,9557095F-F183-41E2-BAE4-8C2AEEEC6686,FK2316MMBP2AA0556,2023-05-08 08:08:04,2023-05-08 08:12:38,STT234MM01,monolith_main_bft,10023100
22,ui_nfc,PASS,PASS,,PASS,4.059187,PASS,PASS,0,9557095F-F183-41E2-BAE4-8C2AEEEC6686,FK2316MMBP2AA0556,2023-05-08 08:08:04,2023-05-08 08:12:38,STT234MM01,monolith_main_bft,10023100
23,speaker,PASS,PASS,,PASS,3.352810,PASS,PASS,0,9557095F-F183-41E2-BAE4-8C2AEEEC6686,FK2316MMBP2AA0556,2023-05-08 08:08:04,2023-05-08 08:12:38,STT234MM01,monolith_main_bft,10023100
24,speaker_timeout,PASS,PASS,,PASS,6.122730,PASS,PASS,0,9557095F-F183-41E2-BAE4-8C2AEEEC6686,FK2316MMBP2AA0556,2023-05-08 08:08:04,2023-05-08 08:12:38,STT234MM01,monolith_main_bft,10023100
25,flip_dot,PASS,PASS,,PASS,1.631490,PASS,PASS,0,9557095F-F183-41E2-BAE4-8C2AEEEC6686,FK2316MMBP2AA0556,2023-05-08 08:08:04,2023-05-08 08:12:38,STT234MM01,monolith_main_bft,10023100
26,flip_dot_timeout,PASS,PASS,,PASS,4.755569,PASS,PASS,0,9557095F-F183-41E2-BAE4-8C2AEEEC6686,FK2316MMBP2AA0556,2023-05-08 08:08:04,2023-05-08 08:12:38,STT234MM01,monolith_main_bft,10023100
27,se,PASS,PASS,,PASS,8.054786,PASS,PASS,0,9557095F-F183-41E2-BAE4-8C2AEEEC6686,FK2316MMBP2AA0556,2023-05-08 08:08:04,2023-05-08 08:12:38,STT234MM01,monolith_main_bft,10023100
28,Can_Data_Send,PASS,PASS,,PASS,2.887196,PASS,PASS,0,9557095F-F183-41E2-BAE4-8C2AEEEC6686,FK2316MMBP2AA0556,2023-05-08 08:08:04,2023-05-08 08:12:38,STT234MM01,monolith_main_bft,10023100
29,Can_Data_Recv,PASS,PASS,,PASS,12.030626,PASS,PASS,0,9557095F-F183-41E2-BAE4-8C2AEEEC6686,FK2316MMBP2AA0556,2023-05-08 08:08:04,2023-05-08 08:12:38,STT234MM01,monolith_main_bft,10023100
30,TST_SOLAR_L,PASS,PASS,,PASS,5.073879,PASS,PASS,0,9557095F-F183-41E2-BAE4-8C2AEEEC6686,FK2316MMBP2AA0556,2023-05-08 08:08:04,2023-05-08 08:12:38,STT234MM01,monolith_main_bft,10023100
31,SOLAR_L_Voltage,7,8,V,7.23,0.000000,PASS,PASS,0,9557095F-F183-41E2-BAE4-8C2AEEEC6686,FK2316MMBP2AA0556,2023-05-08 08:08:04,2023-05-08 08:12:38,STT234MM01,monolith_main_bft,10023100
32,SOLAR_L_Current,20,85000,uA,45936.00,0.013979,PASS,PASS,0,9557095F-F183-41E2-BAE4-8C2AEEEC6686,FK2316MMBP2AA0556,2023-05-08 08:08:04,2023-05-08 08:12:38,STT234MM01,monolith_main_bft,10023100
33,TST_SOLAR_R,PASS,PASS,,PASS,5.089548,PASS,PASS,0,9557095F-F183-41E2-BAE4-8C2AEEEC6686,FK2316MMBP2AA0556,2023-05-08 08:08:04,2023-05-08 08:12:38,STT234MM01,monolith_main_bft,10023100
34,SOLAR_R_Voltage,7,8,V,7.21,0.000000,PASS,PASS,0,9557095F-F183-41E2-BAE4-8C2AEEEC6686,FK2316MMBP2AA0556,2023-05-08 08:08:04,2023-05-08 08:12:38,STT234MM01,monolith_main_bft,10023100
35,SOLAR_R_Current,20,85000,uA,46024.00,0.013967,PASS,PASS,0,9557095F-F183-41E2-BAE4-8C2AEEEC6686,FK2316MMBP2AA0556,2023-05-08 08:08:04,2023-05-08 08:12:38,STT234MM01,monolith_main_bft,10023100
36,rp_charge,PASS,PASS,,PASS,5.08,PASS,PASS,0,9557095F-F183-41E2-BAE4-8C2AEEEC6686,FK2316MMBP2AA0556,2023-05-08 08:08:04,2023-05-08 08:12:38,STT234MM01,monolith_main_bft,10023100
37,temp_by_mcu_sensor_Vbatt_and_RP12V,10,40,C,30.000,5.102963,PASS,PASS,0,9557095F-F183-41E2-BAE4-8C2AEEEC6686,FK2316MMBP2AA0556,2023-05-08 08:08:04,2023-05-08 08:12:38,STT234MM01,monolith_main_bft,10023100
38,sim_read,PASS,PASS,,PASS,10.096677,PASS,PASS,0,9557095F-F183-41E2-BAE4-8C2AEEEC6686,FK2316MMBP2AA0556,2023-05-08 08:08:04,2023-05-08 08:12:38,STT234MM01,monolith_main_bft,10023100
39,IMEI,1.00E+14,1.00E+15,,869965065815833,0.012986,PASS,PASS,0,9557095F-F183-41E2-BAE4-8C2AEEEC6686,FK2316MMBP2AA0556,2023-05-08 08:08:04,2023-05-08 08:12:38,STT234MM01,monolith_main_bft,10023100
40,ICCID,1.00E+19,1.00E+20,,89430301722230454322,0.013011,PASS,PASS,0,9557095F-F183-41E2-BAE4-8C2AEEEC6686,FK2316MMBP2AA0556,2023-05-08 08:08:04,2023-05-08 08:12:38,STT234MM01,monolith_main_bft,10023100
41,SET_Sleep_mode,PASS,PASS,,PASS,15.067013,PASS,PASS,0,9557095F-F183-41E2-BAE4-8C2AEEEC6686,FK2316MMBP2AA0556,2023-05-08 08:08:04,2023-05-08 08:12:38,STT234MM01,monolith_main_bft,10023100
42,Sleep_Mode_Current,0,2,mA,0.000000,19.986580,PASS,PASS,0,9557095F-F183-41E2-BAE4-8C2AEEEC6686,FK2316MMBP2AA0556,2023-05-08 08:08:04,2023-05-08 08:12:38,STT234MM01,monolith_main_bft,10023100
43,Voltage_PP4V2_SYS,3.6,3.8,V,3.701580,0.235974,PASS,PASS,0,9557095F-F183-41E2-BAE4-8C2AEEEC6686,FK2316MMBP2AA0556,2023-05-08 08:08:04,2023-05-08 08:12:38,STT234MM01,monolith_main_bft,10023100
44,Flash_STLink,PASS,PASS,,PASS,12.75,PASS,PASS,0,9557095F-F183-41E2-BAE4-8C2AEEEC6686,FK2316MMBP2AA0556,2023-05-08 08:08:04,2023-05-08 08:12:38,STT234MM01,monolith_main_bft,10023100
45,Lock_MCU_Write_Protect,PASS,PASS,,PASS,1.43,PASS,PASS,0,9557095F-F183-41E2-BAE4-8C2AEEEC6686,FK2316MMBP2AA0556,2023-05-08 08:08:04,2023-05-08 08:12:38,STT234MM01,monolith_main_bft,10023100
