record_index,test_name,lower_limit,upper_limit,units,test_value,test_time,pass_fail_status,overall_test_result,exit_status,sn,start_time,end_time,work_order,test_station_name,test_station_id
1,opmode_force_dev_mode,PASS,PASS,,PASS,1.437144,PASS,PASS,0,123456,2023-05-03 17:56:11,2023-05-03 17:59:11,,monolith_cassette_ft,10023023
2,FW_Version,2023.15.103,2023.15.103,,2023.15.103,0.881475,PASS,PASS,0,123456,2023-05-03 17:56:11,2023-05-03 17:59:11,,monolith_cassette_ft,10023023
3,HW_Version,Solar,Solar,,Solar,0.920458,PASS,PASS,0,123456,2023-05-03 17:56:11,2023-05-03 17:59:11,,monolith_cassette_ft,10023023
4,TST_Battery2_C,0,200000,uA,091966.0,0.000975,PASS,PASS,0,123456,2023-05-03 17:56:11,2023-05-03 17:59:11,,monolith_cassette_ft,10023023
5,charge_status,1,1,,1,1.088462,PASS,PASS,0,123456,2023-05-03 17:56:11,2023-05-03 17:59:11,,monolith_cassette_ft,10023023
6,temp_by_mcu_sensor_Vbatt_and_RP12V,10,35,C,25.000,1.111365,PASS,PASS,0,123456,2023-05-03 17:56:11,2023-05-03 17:59:11,,monolith_cassette_ft,10023023
7,Speaker_Measurement,0,100,dB,94.400000,0.699554,PASS,PASS,0,123456,2023-05-03 17:56:11,2023-05-03 17:59:11,,monolith_cassette_ft,10023023
8,LTE_19199_Power,-30,9,dBm,-24.933552,3.138614,PASS,PASS,0,123456,2023-05-03 17:56:11,2023-05-03 17:59:11,,monolith_cassette_ft,10023023
9,LTE_19199_Frequency,1.9095,1.9105,GHz,1.910000,3.062839,PASS,PASS,0,123456,2023-05-03 17:56:11,2023-05-03 17:59:11,,monolith_cassette_ft,10023023
10,LTE_23010_Power,-31,16,dBm,-25.022285,3.094977,PASS,PASS,0,123456,2023-05-03 17:56:11,2023-05-03 17:59:11,,monolith_cassette_ft,10023023
11,LTE_23010_Frequency,0.6985,0.6995,GHz,0.699100,3.065658,PASS,PASS,0,123456,2023-05-03 17:56:11,2023-05-03 17:59:11,,monolith_cassette_ft,10023023
12,Triangle_NFC Run_Test,PASS,PASS,,PASS,1.083366,PASS,PASS,0,123456,2023-05-03 17:56:11,2023-05-03 17:59:11,,monolith_cassette_ft,10023023
13,NFC_Detect_Measurement,PASS,PASS,,PASS,1.078369,PASS,PASS,0,123456,2023-05-03 17:56:11,2023-05-03 17:59:11,,monolith_cassette_ft,10023023
14,Set_modem_on,PASS,PASS,,PASS,1.081370,PASS,PASS,0,123456,2023-05-03 17:56:11,2023-05-03 17:59:11,,monolith_cassette_ft,10023023
15,Check_network_connected,PASS,PASS,,PASS,1.086381,PASS,PASS,0,123456,2023-05-03 17:56:11,2023-05-03 17:59:11,,monolith_cassette_ft,10023023
16,IMEI,1.00E+14,1.00E+15,,869965065811402,0.881496,PASS,PASS,0,123456,2023-05-03 17:56:11,2023-05-03 17:59:11,,monolith_cassette_ft,10023023
17,ICCID,1.00E+19,1.00E+20,,89430301722235534466,0.886473,PASS,PASS,0,123456,2023-05-03 17:56:11,2023-05-03 17:59:11,,monolith_cassette_ft,10023023
18,opmode_clear_forced_state,PASS,PASS,,PASS,1.074398,PASS,PASS,0,123456,2023-05-03 17:56:11,2023-05-03 17:59:11,,monolith_cassette_ft,10023023
