record_index,test_name,lower_limit,upper_limit,units,test_value,test_time,pass_fail_status,overall_test_result,exit_status,sn,start_time,end_time,work_order,test_station_name,test_station_id
1,opmode_force_dev_mode,PASS,PASS,,PASS,1.203269,PASS,PASS,0,12345,2023-04-28 18:02:14,2023-04-28 18:05:15,,monolith_cassette_ft,10023023
2,FW_Version,2023.15.103,2023.15.103,,2023.15.103,0.887475,PASS,PASS,0,12345,2023-04-28 18:02:14,2023-04-28 18:05:15,,monolith_cassette_ft,10023023
3,HW_Version1,Solar,Solar,,Solar,0.926457,PASS,PASS,0,12345,2023-04-28 18:02:14,2023-04-28 18:05:15,,monolith_cassette_ft,10023023
4,TST_Battery2,PASS,PASS,,PASS,1.127354,PASS,PASS,0,12345,2023-04-28 18:02:14,2023-04-28 18:05:15,,monolith_cassette_ft,10023023
5,TST_Battery2_C,0,200000,uA,091966.0,0.000000,PASS,PASS,0,12345,2023-04-28 18:02:14,2023-04-28 18:05:15,,monolith_cassette_ft,10023023
6,Status_1,1,1,,1,1.102384,PASS,PASS,0,12345,2023-04-28 18:02:14,2023-04-28 18:05:15,,monolith_cassette_ft,10023023
7,temp_by_mcu_sensor_Vbatt_and_RP12V,10,35,C,30.000,1.138350,PASS,PASS,0,12345,2023-04-28 18:02:14,2023-04-28 18:05:15,,monolith_cassette_ft,10023023
8,LTE_19199 Power,-30,9,dBm,-18.228254,3.068472,PASS,PASS,0,12345,2023-04-28 18:02:14,2023-04-28 18:05:15,,monolith_cassette_ft,10023023
9,LTE_19199 Frequency,1.9095,1.9105,GHz,1.910000,3.056616,PASS,PASS,0,12345,2023-04-28 18:02:14,2023-04-28 18:05:15,,monolith_cassette_ft,10023023
10,LTE_23010 Power,-31,16,dBm,-19.386204,3.063881,PASS,PASS,0,12345,2023-04-28 18:02:14,2023-04-28 18:05:15,,monolith_cassette_ft,10023023
11,LTE_23010 Frequency,0.6985,0.6995,GHz,0.699050,3.032675,PASS,PASS,0,12345,2023-04-28 18:02:14,2023-04-28 18:05:15,,monolith_cassette_ft,10023023
12,Triangle_NFC Run_Test,PASS,PASS,,PASS,1.079399,PASS,PASS,0,12345,2023-04-28 18:02:14,2023-04-28 18:05:15,,monolith_cassette_ft,10023023
13,Triangle_NFC Run_Test,PASS,PASS,,PASS,1.080381,PASS,PASS,0,12345,2023-04-28 18:02:14,2023-04-28 18:05:15,,monolith_cassette_ft,10023023
14,NFC_Detect_Measurement,PASS,PASS,,PASS,1.072372,PASS,PASS,0,12345,2023-04-28 18:02:14,2023-04-28 18:05:15,,monolith_cassette_ft,10023023
15,Set modem on,PASS,PASS,,PASS,1.082374,PASS,PASS,0,12345,2023-04-28 18:02:14,2023-04-28 18:05:15,,monolith_cassette_ft,10023023
16,Check network connected,PASS,PASS,,PASS,1.080369,PASS,PASS,0,12345,2023-04-28 18:02:14,2023-04-28 18:05:15,,monolith_cassette_ft,10023023
17,IMEI,1.00E+14,1.00E+15,,869965065811402,0.879521,PASS,PASS,0,12345,2023-04-28 18:02:14,2023-04-28 18:05:15,,monolith_cassette_ft,10023023
18,ICCID,1.00E+19,1.00E+20,,89430301722235534466,0.881496,PASS,PASS,0,12345,2023-04-28 18:02:14,2023-04-28 18:05:15,,monolith_cassette_ft,10023023
19,opmode_clear_forced_state,PASS,PASS,,PASS,1.073414,PASS,PASS,0,12345,2023-04-28 18:02:14,2023-04-28 18:05:15,,monolith_cassette_ft,10023023
