record_index,test_name,lower_limit,upper_limit,units,test_value,test_time,pass_fail_status,overall_test_result,exit_status,sn,start_time,end_time,work_order,test_station_name,test_station_id
1,opmode_force_dev_mode,PASS,PASS,,PASS,1.210270,PASS,PASS,0,1122,2023-05-03 16:17:41,2023-05-03 16:47:46,,monolith_cassette_ft,10023023
2,FW_Version,2023.15.103,2023.15.103,,2023.15.103,0.894473,PASS,PASS,0,1122,2023-05-03 16:17:41,2023-05-03 16:47:46,,monolith_cassette_ft,10023023
3,HW_Version,Solar,Solar,,Solar,0.932471,PASS,PASS,0,1122,2023-05-03 16:17:41,2023-05-03 16:47:46,,monolith_cassette_ft,10023023
4,TST_Battery2_C,0,200000,uA,091966.0,0.000000,PASS,PASS,0,1122,2023-05-03 16:17:41,2023-05-03 16:47:46,,monolith_cassette_ft,10023023
5,charge_status,1,1,,1,1.091362,PASS,PASS,0,1122,2023-05-03 16:17:41,2023-05-03 16:47:46,,monolith_cassette_ft,10023023
6,temp_by_mcu_sensor_Vbatt_and_RP12V,10,35,C,31.000,1.117360,PASS,PASS,0,1122,2023-05-03 16:17:41,2023-05-03 16:47:46,,monolith_cassette_ft,10023023
7,Speaker_Result,PASS,PASS,,PASS,0.001002,PASS,PASS,0,1122,2023-05-03 16:17:41,2023-05-03 16:47:46,,monolith_cassette_ft,10023023
8,LTE_19199 Power,-30,9,dBm,-25.889618,3.066662,PASS,PASS,0,1122,2023-05-03 16:17:41,2023-05-03 16:47:46,,monolith_cassette_ft,10023023
9,LTE_19199 Frequency,1.9095,1.9105,GHz,1.909950,3.056170,PASS,PASS,0,1122,2023-05-03 16:17:41,2023-05-03 16:47:46,,monolith_cassette_ft,10023023
10,LTE_23010 Power,-31,16,dBm,-25.278419,3.060466,PASS,PASS,0,1122,2023-05-03 16:17:41,2023-05-03 16:47:46,,monolith_cassette_ft,10023023
11,LTE_23010 Frequency,0.6985,0.6995,GHz,0.699100,3.061790,PASS,PASS,0,1122,2023-05-03 16:17:41,2023-05-03 16:47:46,,monolith_cassette_ft,10023023
12,Triangle_NFC Run_Test,PASS,PASS,,PASS,1.090377,PASS,PASS,0,1122,2023-05-03 16:17:41,2023-05-03 16:47:46,,monolith_cassette_ft,10023023
13,Triangle_NFC Run_Test,PASS,PASS,,PASS,1.079381,PASS,PASS,0,1122,2023-05-03 16:17:41,2023-05-03 16:47:46,,monolith_cassette_ft,10023023
14,NFC_Detect_Measurement,PASS,PASS,,PASS,1.086407,PASS,PASS,0,1122,2023-05-03 16:17:41,2023-05-03 16:47:46,,monolith_cassette_ft,10023023
15,Set modem on,PASS,PASS,,PASS,1.082367,PASS,PASS,0,1122,2023-05-03 16:17:41,2023-05-03 16:47:46,,monolith_cassette_ft,10023023
16,Check network connected,PASS,PASS,,PASS,1.091369,PASS,PASS,0,1122,2023-05-03 16:17:41,2023-05-03 16:47:46,,monolith_cassette_ft,10023023
17,IMEI,1.00E+14,1.00E+15,,869965065811402,0.887490,PASS,PASS,0,1122,2023-05-03 16:17:41,2023-05-03 16:47:46,,monolith_cassette_ft,10023023
18,ICCID,1.00E+19,1.00E+20,,89430301722235534466,0.898472,PASS,PASS,0,1122,2023-05-03 16:17:41,2023-05-03 16:47:46,,monolith_cassette_ft,10023023
19,opmode_clear_forced_state,PASS,PASS,,PASS,1.098419,PASS,PASS,0,1122,2023-05-03 16:17:41,2023-05-03 16:47:46,,monolith_cassette_ft,10023023
