record_index,test_name,lower_limit,upper_limit,units,test_value,test_time,pass_fail_status,overall_test_result,exit_status,sn,start_time,end_time,work_order,test_station_name,test_station_id
1,opmode_force_dev_mode,PASS,PASS,,PASS,1.717962,PASS,PASS,0,1122,2023-05-03 16:17:41,2023-05-03 16:50:48,,monolith_cassette_ft,10023023
2,FW_Version,2023.15.103,2023.15.103,,2023.15.103,0.886483,PASS,PASS,0,1122,2023-05-03 16:17:41,2023-05-03 16:50:48,,monolith_cassette_ft,10023023
3,HW_Version,Solar,Solar,,Solar,0.937456,PASS,PASS,0,1122,2023-05-03 16:17:41,2023-05-03 16:50:48,,monolith_cassette_ft,10023023
4,TST_Battery2_C,0,200000,uA,091820.0,0.000000,PASS,PASS,0,1122,2023-05-03 16:17:41,2023-05-03 16:50:48,,monolith_cassette_ft,10023023
5,charge_status,1,1,,1,1.068402,PASS,PASS,0,1122,2023-05-03 16:17:41,2023-05-03 16:50:48,,monolith_cassette_ft,10023023
6,temp_by_mcu_sensor_Vbatt_and_RP12V,10,35,C,31.000,1.104354,PASS,PASS,0,1122,2023-05-03 16:17:41,2023-05-03 16:50:48,,monolith_cassette_ft,10023023
7,Speaker_Result,PASS,PASS,,PASS,0.001017,PASS,PASS,0,1122,2023-05-03 16:17:41,2023-05-03 16:50:48,,monolith_cassette_ft,10023023
8,LTE_19199 Power,-30,9,dBm,-25.710426,3.066715,PASS,PASS,0,1122,2023-05-03 16:17:41,2023-05-03 16:50:48,,monolith_cassette_ft,10023023
9,LTE_19199 Frequency,1.9095,1.9105,GHz,1.910000,3.058955,PASS,PASS,0,1122,2023-05-03 16:17:41,2023-05-03 16:50:48,,monolith_cassette_ft,10023023
10,LTE_23010 Power,-31,16,dBm,-25.248516,3.061054,PASS,PASS,0,1122,2023-05-03 16:17:41,2023-05-03 16:50:48,,monolith_cassette_ft,10023023
11,LTE_23010 Frequency,0.6985,0.6995,GHz,0.699100,3.062094,PASS,PASS,0,1122,2023-05-03 16:17:41,2023-05-03 16:50:48,,monolith_cassette_ft,10023023
12,Triangle_NFC Run_Test,PASS,PASS,,PASS,1.699034,PASS,PASS,0,1122,2023-05-03 16:17:41,2023-05-03 16:50:48,,monolith_cassette_ft,10023023
13,Triangle_NFC Run_Test,PASS,PASS,,PASS,1.086392,PASS,PASS,0,1122,2023-05-03 16:17:41,2023-05-03 16:50:48,,monolith_cassette_ft,10023023
14,NFC_Detect_Measurement,PASS,PASS,,PASS,1.085365,PASS,PASS,0,1122,2023-05-03 16:17:41,2023-05-03 16:50:48,,monolith_cassette_ft,10023023
15,Set modem on,PASS,PASS,,PASS,1.082365,PASS,PASS,0,1122,2023-05-03 16:17:41,2023-05-03 16:50:48,,monolith_cassette_ft,10023023
16,Check network connected,PASS,PASS,,PASS,1.078382,PASS,PASS,0,1122,2023-05-03 16:17:41,2023-05-03 16:50:48,,monolith_cassette_ft,10023023
17,IMEI,1.00E+14,1.00E+15,,869965065811402,0.877495,PASS,PASS,0,1122,2023-05-03 16:17:41,2023-05-03 16:50:48,,monolith_cassette_ft,10023023
18,ICCID,1.00E+19,1.00E+20,,89430301722235534466,0.875485,PASS,PASS,0,1122,2023-05-03 16:17:41,2023-05-03 16:50:48,,monolith_cassette_ft,10023023
19,opmode_clear_forced_state,PASS,PASS,,PASS,1.081367,PASS,PASS,0,1122,2023-05-03 16:17:41,2023-05-03 16:50:48,,monolith_cassette_ft,10023023
