record_index,test_name,lower_limit,upper_limit,units,test_value,test_time,pass_fail_status,overall_test_result,exit_status,sn,start_time,end_time,work_order,test_station_name,test_station_id
1,FW_Version,2023.15.103,2023.15.103,,2023.15.103,0.887474,PASS,PASS,0,11,2023-04-28 16:45:16,2023-04-28 16:48:16,,monolith_cassette_ft,10023023
2,HW_Version1,Solar,Solar,,Solar,0.939446,PASS,PASS,0,11,2023-04-28 16:45:16,2023-04-28 16:48:16,,monolith_cassette_ft,10023023
3,TST_Battery2,PASS,PASS,,PASS,1.130329,PASS,PASS,0,11,2023-04-28 16:45:16,2023-04-28 16:48:16,,monolith_cassette_ft,10023023
4,TST_Battery2_C,0,200000,uA,091380.0,0.000000,PASS,PASS,0,11,2023-04-28 16:45:16,2023-04-28 16:48:16,,monolith_cassette_ft,10023023
5,Status_1,1,1,,1,1.101371,PASS,PASS,0,11,2023-04-28 16:45:16,2023-04-28 16:48:16,,monolith_cassette_ft,10023023
6,temp_by_mcu_sensor_Vbatt_and_RP12V,10,35,C,24.000,1.125365,PASS,PASS,0,11,2023-04-28 16:45:16,2023-04-28 16:48:16,,monolith_cassette_ft,10023023
7,LTE_19199 Power,-30,9,dBm,-21.301529,3.068011,PASS,PASS,0,11,2023-04-28 16:45:16,2023-04-28 16:48:16,,monolith_cassette_ft,10023023
8,LTE_19199 Frequency,1.9095,1.9105,GHz,1.910000,3.058172,PASS,PASS,0,11,2023-04-28 16:45:16,2023-04-28 16:48:16,,monolith_cassette_ft,10023023
9,LTE_23010 Power,-31,16,dBm,-24.469318,3.068120,PASS,PASS,0,11,2023-04-28 16:45:16,2023-04-28 16:48:16,,monolith_cassette_ft,10023023
10,LTE_23010 Frequency,0.6985,0.6995,GHz,0.699100,3.057906,PASS,PASS,0,11,2023-04-28 16:45:16,2023-04-28 16:48:16,,monolith_cassette_ft,10023023
11,Triangle_NFC Run_Test,PASS,PASS,,PASS,1.708028,PASS,PASS,0,11,2023-04-28 16:45:16,2023-04-28 16:48:16,,monolith_cassette_ft,10023023
12,Triangle_NFC Run_Test,PASS,PASS,,PASS,1.090412,PASS,PASS,0,11,2023-04-28 16:45:16,2023-04-28 16:48:16,,monolith_cassette_ft,10023023
13,NFC_Detect_Measurement,PASS,PASS,,PASS,1.077383,PASS,PASS,0,11,2023-04-28 16:45:16,2023-04-28 16:48:16,,monolith_cassette_ft,10023023
14,Set modem on,PASS,PASS,,PASS,1.079385,PASS,PASS,0,11,2023-04-28 16:45:16,2023-04-28 16:48:16,,monolith_cassette_ft,10023023
15,Check network connected,PASS,PASS,,PASS,1.081383,PASS,PASS,0,11,2023-04-28 16:45:16,2023-04-28 16:48:16,,monolith_cassette_ft,10023023
16,IMEI,1E+14,1E+15,,869965065811402,0.877497,PASS,PASS,0,11,2023-04-28 16:45:16,2023-04-28 16:48:16,,monolith_cassette_ft,10023023
17,ICCID,1E+19,1E+20,,89430301722235534466,0.873549,PASS,PASS,0,11,2023-04-28 16:45:16,2023-04-28 16:48:16,,monolith_cassette_ft,10023023
18,BQ_charger_ON1,PASS,PASS,,PASS,1.095376,PASS,PASS,0,11,2023-04-28 16:45:16,2023-04-28 16:48:16,,monolith_cassette_ft,10023023
