record_index,test_name,lower_limit,upper_limit,units,test_value,test_time,pass_fail_status,overall_test_result,exit_status,sn,start_time,end_time,work_order,test_station_name,test_station_id
1,opmode_force_dev_mode,PASS,PASS,,PASS,1.201278,PASS,PASS,0,123,2023-05-03 18:11:39,2023-05-03 18:14:38,,monolith_cassette_ft,10023023
2,FW_Version,2023.15.103,2023.15.103,,2023.15.103,0.885478,PASS,PASS,0,123,2023-05-03 18:11:39,2023-05-03 18:14:38,,monolith_cassette_ft,10023023
3,HW_Version,Solar,Solar,,Solar,0.928457,PASS,PASS,0,123,2023-05-03 18:11:39,2023-05-03 18:14:38,,monolith_cassette_ft,10023023
4,TST_Battery2_C,0,200000,uA,091966.0,0.000000,PASS,PASS,0,123,2023-05-03 18:11:39,2023-05-03 18:14:38,,monolith_cassette_ft,10023023
5,charge_status,1,1,,1,1.083391,PASS,PASS,0,123,2023-05-03 18:11:39,2023-05-03 18:14:38,,monolith_cassette_ft,10023023
6,temp_by_mcu_sensor_Vbatt_and_RP12V,10,35,C,25.000,1.110373,PASS,PASS,0,123,2023-05-03 18:11:39,2023-05-03 18:14:38,,monolith_cassette_ft,10023023
7,Speaker_Measurement,0,100,dB,94.500000,0.695188,PASS,PASS,0,123,2023-05-03 18:11:39,2023-05-03 18:14:38,,monolith_cassette_ft,10023023
8,LTE_19199_Power,-30,9,dBm,-25.112915,3.066969,PASS,PASS,0,123,2023-05-03 18:11:39,2023-05-03 18:14:38,,monolith_cassette_ft,10023023
9,LTE_19199_Frequency,1.9095,1.9105,GHz,1.910000,3.031014,PASS,PASS,0,123,2023-05-03 18:11:39,2023-05-03 18:14:38,,monolith_cassette_ft,10023023
10,LTE_23010_Power,-31,16,dBm,-25.051945,3.060769,PASS,PASS,0,123,2023-05-03 18:11:39,2023-05-03 18:14:38,,monolith_cassette_ft,10023023
11,LTE_23010_Frequency,0.6985,0.6995,GHz,0.699100,3.029068,PASS,PASS,0,123,2023-05-03 18:11:39,2023-05-03 18:14:38,,monolith_cassette_ft,10023023
12,Triangle_NFC_Run_Test,PASS,PASS,,PASS,1.084406,PASS,PASS,0,123,2023-05-03 18:11:39,2023-05-03 18:14:38,,monolith_cassette_ft,10023023
13,NFC_Detect_Measurement,PASS,PASS,,PASS,1.086361,PASS,PASS,0,123,2023-05-03 18:11:39,2023-05-03 18:14:38,,monolith_cassette_ft,10023023
14,Set_modem_on,PASS,PASS,,PASS,1.076408,PASS,PASS,0,123,2023-05-03 18:11:39,2023-05-03 18:14:38,,monolith_cassette_ft,10023023
15,Check_network_connected,PASS,PASS,,PASS,1.081403,PASS,PASS,0,123,2023-05-03 18:11:39,2023-05-03 18:14:38,,monolith_cassette_ft,10023023
16,IMEI,1.00E+14,1.00E+15,,869965065811402,0.876492,PASS,PASS,0,123,2023-05-03 18:11:39,2023-05-03 18:14:38,,monolith_cassette_ft,10023023
17,ICCID,1.00E+19,1.00E+20,,89430301722235534466,0.879495,PASS,PASS,0,123,2023-05-03 18:11:39,2023-05-03 18:14:38,,monolith_cassette_ft,10023023
18,opmode_clear_forced_state,PASS,PASS,,PASS,1.080390,PASS,PASS,0,123,2023-05-03 18:11:39,2023-05-03 18:14:38,,monolith_cassette_ft,10023023
